name,full_name,overall_rating
A. Peñaranda,Adalberto Peñaranda,73
M. Bettinelli,Marcus Bettinelli,73
Unai Simón,Unai Simón Mendibil,73
Mattheus Oliveira,Mattheus Andrade Gama de Oliveira,73
L. Gil,Leonardo Gil,73
N. Isimat-Mirin,Nicolas Isimat-Mirin,73
V. Torosidis,Vassilis Torosidis,73
Douglas Luiz,Douglas Luiz Soares de Paulo,73
D. Musto,Damián Musto,73
Gonçalo Silva,Gonçalo Filipe Oliveira Silva,73
J. Kovařík,Jan Kovařík,73
Wallace,Wallace Reis da Silva,73
C. Rigamonti,César Rigamonti,73
A. Limbombe,Anthony Limbombe Ekango,73
Oswaldito Cuba,Oswaldo Germano Cuba Correia,73
R. Gosens,Robin Gosens,73
R. Genevois,Romain Genevois,73
Douglas,Douglas Chagas Matos,73
R. Bezus,Roman Bezus,73
M. Frantz,Mike Frantz,73
A. Tashaev,Aleksandr Tashaev,73
J. Herrera,Jhonny Cristián Herrera Muñoz,73
R. Krhin,Rene Krhin,73
Aleix García,Aleix García Serrano,73
A. Hunou,Adrien Hunou,73
Dani Giménez,Daniel Giménez Hernández,73
D. Diekmeier,Dennis Diekmeier,73
M. Diouf,Mame Biram Diouf,73
Stephen Eustáquio,Stephen Antunes Eustáquio,73
O. Kucher,Oleksandr Kucher,73
L. Miranda,Leonel Miranda,73
Rúben Semedo,Rúben Afonso Borges Semedo,73
V. Wormgoor,Vito Wormgoor,73
N. Penneteau,Nicolas Penneteau,73
Edgar Badía,Edgar Badía Guardiola,73
J. Ito,伊东 纯也,73
Amilton,Amilton Minervino da Silva,73
W. Trapp,Wil Trapp,73
K. Adénon,Abdul Khaled Akiola Adénon,73
D. McCarty,Dax McCarty,73
S. Simič,Stefan Simič,73
José Rodríguez,José Rodríguez Martínez,73
O. Kragl,Oliver Kragl,73
S. Kljestan,Sacha Klještan,73
I. Arboleda,Iván Mauricio Arboleda,73
L. Díaz,Luis Fernando Díaz Marulanda,73
B. Wood,Bobby Shou Wood,73
M. Klich,Mateusz Klich,73
J. Leca,Jean-Louis Leca,73
M. Wagué,Molla Wagué,73
Nivo Serpinho,Nivaldo Mateus Serpa Pombal,73
K. Reichel,Ken Reichel,73
R. Sigurðsson,Ragnar Sigurðsson,73
F. Tobio,Fernando Tobio,73
M. Rzatkowski,Marc Rzatkowski,73
M. Abeid,Mehdi Abeid,73
R. Neustädter,Roman Neustädter,73
Pierrino Faria,Pierre Tomás Torres De Faria,73
Frédéric Mendy,Frédéric Mendy,73
João Talocha,João Carlos Araújo Fonseca Silva,73
N. Skubic,Nejc Skubic,73
A. Reach,Adam Reach,73
L. Fernández,Leandro Fernández,73
W. Montillo,Walter Damián Montillo,73
Y. Banana,Yaya Banana,73
W. Hahn,Warner Hahn,73
Y. Asad,Yamil Asad,73
P. Ankersen,Peter Ankersen,73
V. Pajot,Vincent Pajot,73
M. Heller,Marcel Heller,73
O. Tufan,Ozan Tufan,73
D. Biraschi,Davide Biraschi,73
M. Stępiński,Mariusz Stępiński,73
S. Williams,Shaun Williams,73
K. Nababkin,Kirill Nababkin,73
F. Monetti,Fernando Monetti,73
H. Kaldırım,Hasan Ali Kaldırım,73
A. Hruška,Aleš Hruška,73
R. Elm,Rasmus Elm,73
A. Baumjohann,Alexander Baumjohann,73
Pedro Santos,Pedro Miguel Martins Santos,73
T. Letschert,Timo Letschert,73
F. Cacciatore,Fabrizio Cacciatore,73
O. Tannane,Oussama Tannane,73
A. Behich,Aziz Eraltay Behich,73
N. Lombaerts,Nicolas Lombaerts,73
A. Zambo Anguissa,André Franck Zambo Anguissa,73
Frederico Venâncio,Frederico André Ferrão Venâncio,73
K. Rausch,Konstantin Rausch,73
L. Janson,Lucas Janson,73
C. Marrugo,Christian Camilo Marrugo Rodríguez,73
Calero,Fernando Calero Villa,73
J. Hušbauer,Josef Hušbauer,73
A. Miranchuk,Anton Miranchuk,73
F. Lucioni,Fabio Lucioni,73
M. Wöber,Maximilian Wöber,73
S. Amrabat,Sofyan Amrabat,73
F. Đorđević,Filip Đorđević,73
L. Ulloa,José Leonardo Ulloa,73
C. Goldson,Connor Goldson,73
N. Tomović,Nenad Tomović,73
S. Lukić,Saša Lukić,73
J. Jones,Joevin Jones,73
M. Borjan,Milan Borjan,73
Z. Tomašević,Žarko Tomašević,73
Y. Kubo,久保 裕也,73
A. Ujah,Anthony Ujah,73
G. Donati,Giulio Donati,73
N. Uysal,Necip Uysal,73
A. Traoré,Adama Traoré,73
A. Luthe,Andreas Luthe,73
M. Mitrović,Matej Mitrović,73
B. Guzan,Bradley Guzan,73
M. Leitner,Moritz Leitner,73
V. Shepelev,Volodymyr Shepelev,73
H. Martín,Henry Josué Martín Mex,73
M. Shaparenko,Mykola Shaparenko,73
A. Hahn,André Hahn,73
F. Hinestroza,Fredy Hinestroza Arias,73
M. Poundjé,Maxime Poundjé,73
S. Schaars,Stijn Schaars,73
F. Diagne,Fallou Diagne,73
A. Donis,Anastasios Donis,73
J. Añor,Juan Pablo Añor Acosta,73
S. Dimitrievski,Stole Dimitrievski,73
X. Chavalerin,Xavier Chavalerin,73
V. Stocker,Valentin Stocker,73
A. Traoré,Abdou Razack Traoré,73
J. Lolley,Joe Lolley,73
O. Edouard,Odsonne Edouard,73
H. Magnússon,Hörður Björgvin Magnússon,73
P. Nardi,Paul Nardi,73
L. Barrios,Lucas Barrios,73
R. Vlaar,Ron Vlaar,73
S. Naismith,Steven Naismith,73
F. Vicari,Francesco Vicari,73
J. Ramírez,Juan Edgardo Ramírez,73
Kuca,Jaílton Alves Miranda,73
J. Egan,John Egan,73
J. Johansson,Jakob Johansson,73
Pere Milla,Pere Milla Peña,73
Gustavo Lobateiro,Gustavo Rafael Lobateiro Gomes,73
E. Cerutti,Ezequiel Osvaldo Cerutti,73
W. Saïd,Wesley Saïd,73
P. Tachtsidis,Panagiotis Tachtsidis,73
J. Livermore,Jake Livermore,73
T. Hořava,Tomáš Hořava,73
G. van der Wiel,Gregory van der Wiel,73
C. Ninga,Casimir Ninga,73
Benjamin Meseira,Benjamin Chris Meseira Zonta,73
W. Faríñez,Wuilker Faríñez,73
M. Martins,Marcelo Martins Moreno,73
Cucurella,Marc Cucurella Saseta,73
S. Viera,Mario Sebastián Viera Galain,73
C. Chimino,Christian Chimino,73
J. Van Damme,Jelle Van Damme,73
J. Howson,Jonny Howson,73
D. Ward,Danny Ward,73
Bruno Alves,Bruno Eduardo Regufe Alves,73
F. Sørensen,Frederik Hillesborg Sørensen,73
B. Martins Indi,Bruno Martins Indi,73
P. Schiattarella,Pasquale Schiattarella,73
V. Le Goff,Vincent Le Goff,73
G. Saville,George Saville,73
Galeno,Wenderson Nascimento Galeno,73
Perdigão,Jeferson Fernandes Macedo,73
S. Salcedo,Saúl Salcedo,73
Bruno Gaspar,Bruno Miguel Boialvo Gaspar,73
M. Barrios,Michael David Barrios Puerta,73
A. Bakasetas,Anastasios Bakasetas,73
M. Knoll,Marvin Knoll,73
O. Ntcham,Jules Olivier Ntcham,73
C. Mathenia,Christian Mathenia,73
Juliano Mascarinhas,Juliano Wagner Mascarinhas Concp.,73
C. Doukouré,Cheick Doukouré,73
E. Buendía,Emiliano Buendía,73
Gus Outomouro,Gustavo Rafael Outomouro Tófoli,73
Diogo Figueiras,Diogo José Rosário Gomes Figueiras,73
Vasco Fernandes,Vasco Herculano Salgado Cunha Mango Fernandes,73
O. Veigneau,Olivier Veigneau,73
A. Christiansen,Anders Christiansen,73
C. Mayada,Camilo Mayada,73
G. Torje,Gabriel Andrei Torje,73
M. van der Hoorn,Mike van der Hoorn,73
J. Pied,Jérémy Pied,73
S. Carson,Scott  Carson,73
D. Ndongala,Dieumerci N'Dongala,73
A. Abedzadeh,Amir Abedzadeh,73
S. Larsson,Sebastian Larsson,73
J. Góralski,Jacek Góralski,73
A. Rodríguez,Ángelo José Rodríguez Henry,73
L. Narsingh,Luciano Narsingh,73
F. Eboa Eboa,Félix Eboa Eboa,73
Bruno Varela,Bruno Miguel Semedo Varela,73
K. Möhwald,Kevin Möhwald,73
Cristiano,Cristiano da Silva,73
S. Frei,Stefan Frei,73
K. Mrabti,Kerim Mrabti,73
M. Bauer,Moritz Bauer,73
Álvaro Jiménez,Álvaro José Jiménez Guerrero,73
A. Büttner,Alexander Büttner,73
Bruno Xadas,Bruno Alexandre Vieira Almeida,73
J. Valdés,Jaime Andrés Valdés Zapata,73
R. Martínez,Román Fernando  Martínez,73
T. Krul,Tim Krul,73
T. Elyounoussi,Tarik Elyounoussi,73
F. Barba,Federico Barba,73
H. Mukhtar,Hany Mukhtar,73
Carlos Hernández,Carlos Hernández Alarcón,73
Samir,Samir Caetano de Souza Santos,73
Juan Carlos,Juan Carlos Real Ruiz,73
M. Stekelenburg,Maarten Stekelenburg,73
K. Long,Kevin Long,73
Pedro Rocha,Pedro Rocha Neves,73
M. Banguera,Máximo Orlando Banguera Valdiviezo,73
Diego Lopes,Diego Hipólito da Silva Lopes,73
S. Gentiletti,Santiago Juan Gentiletti Selak,73
D. Henderson,Dean Henderson,73
A. Chávez,Andrés Chávez,73
E. Barreto,Édgar Osvaldo Barreto Cáceres,73
G. Toledo,Gustavo Toledo,73
L. Boyé,Lucas Ariel Boyé,73
V. Qazaishvili,Valeri  Qazaishvili,73
B. Hamid,Bill Hamid,73
Miguel Veloso,Miguel Luís Pinto Veloso,73
Yan Junling,颜骏凌,73
Munir,Munir Mohand Mohamedi,73
J. Riedewald,Jaïro Riedewald,73
S. de Jong,Siem de Jong,73
R. Orsolini,Riccardo Orsolini,73
D. Pavelka,David Pavelka,73
B. Dejaegere,Brecht Dejaegere,73
S. Cárdenas,Sherman Andrés Cárdenas Estupiñán,73
M. Kamiński,Marcin Kamiński,73
E. Didot,Étienne Didot,73
M. Demiral,Merih Demiral,73
Douglas Armeira,Douglas Arthur Armeira Bahia,73
K. Pedersen,Kristian Pedersen,73
Jorge,Jorge Marco de Oliveira Moraes,73
Edgar Méndez,Edgar Antonio Méndez Ortega,73
T. Xhaka,Taulant Xhaka,73
Dídac Vilà,Dídac Vilá Rosselló,73
Diogo Dalot,José Diogo Dalot Teixeira,73
T. Fosu-Mensah,Timothy Evans Fosu-Mensah,73
Ailton Valpaços,Ailton Jonas Valpaços Salazar,73
F. Manríquez,Fernando Manríquez,73
M. Rangel,Michael Jhon Ander Rangel Valencia,73
Rubén García,Rubén García Santos,73
P. Karlsson,Per Karlsson,73
M. Nervo,Martín Nervo,73
H. Harbaoui,Hamdi Harbaoui,73
F. Dionisi,Federico Dionisi,73
A. Ibargüen,Andrés Ibargüen,73
J. O'Connell,Jack O'Connell,73
C. Clemens,Christian Clemens,73
Élton,Élton José Xavier  Gomes,73
L. Baal,Ludovic Baal,73
A. Büyük,Adem Büyük,73
Víctor Rodríguez,Víctor Rodríguez Romero,73
T. Ince,Tom Ince,73
C. Buchtmann,Christopher Buchtmann,73
G. Bussmann,Gaëtan Bussmann,73
M. Dituro,Matías Dituro,73
Alexis,Alexis Ruano Delgado,73
Ivo Rodrigues,Ivo Tiago dos Santos Rodrigues,73
I. Balliu,Iván Balliu Campeny,73
R. Hennings,Rouwen Hennings,73
M. Britos,Matías Britos,73
Roberto Torres,Roberto Torres Morales,73
M. Yanga-Mbiwa,Mapou Yanga-Mbiwa,73
Tiago Sá,Tiago Magalhães de Sá,73
O. Sorg,Oliver Sorg,73
Gabriel Silva,Gabriel Moisés Antunes da Silva,73
Dani Raba,Daniel Raba Antolin,73
B. Lozano,Brian Lozano,73
Vinicius Cardenha,Vinicius Lúcio Cardenha Caeiro,73
J. Schlupp,Jeffrey Schlupp,73
Juli Piresinho,Júlio César Pires Feitosa,73
André Geraldes,André Geraldes de Barros,73
O. Opazo,Óscar Mauricio Opazo Lara,73
S. Kapino,Stefanos Kapino,73
Ferrán Torres,Ferrán Torres García,73
C. Keşerü,Claudiu Andrei Keșerü,73
M. Santos,Michael Santos,73
F. Novák,Filip Novák,73
K. Darlow,Karl Darlow,73
F. Diedhiou,Famara Diedhiou,73
V. Forren,Vegard Forren,73
F. Mattiello,Federico Mattiello,73
O. Pérez,Omar Sebastián Pérez,73
T. Ciğerci,Tolga Ciğerci,73
B. Ramselaar,Bart Ramselaar,73
C. Njie,Clinton Mua N'Jie,73
A. Najar,Andy Aryel Najar Rodríguez,73
R. Yabo,Reinhold Yabo,73
G. Cameron,Geoff Cameron,73
K. Monnet-Paquet,Kévin Monnet-Paquet,73
E. Unsain,Ezequiel Unsain,73
A. Walke,Alexander Walke,73
Cifuentes,Alberto Cifuentes Martínez,73
Marcos Paneira,Marcos Alam Paneira Almeida,73
L. Rodríguez,Luis Alfonso Rodríguez Alanís,73
Diego Farías,Diego Farías da Silva,73
J. Pivarić,Josip Pivarić,73
Hwang Ui Jo,황의조 Ui Jo Hwang,73
F. Kudryashov,Fedor Kudryashov,73
Luis Couprins,Luis David Couprins Acuna,73
N. Gießelmann,Niko Gießelmann,73
M. Luongo,Massimo  Luongo,73
Flavio Paixão,Flavio Emmanuel Lopes Paixão,73
Aitor,Aitor Fernández,73
E. Stevens,Enda Stevens,73
P. Cissé,Pape Abou Cissé,73
E. Krafth,Emil Krafth,73
R. Fredericks,Ryan Fredericks,73
Rodrigo Galo,Rodrigo Galo Brito,73
N. Cardozo,Neri Raúl Cardozo,73
O. Hernández,Onel Lázaro Hernández Mayea,73
Freder Cabral,Frederico Peter Cabral Bardini,73
S. Vittor,Sergio Javier Vittor,73
A. Maher,Adam Maher,73
G. Silva,Gastón Silva,73
C. Baeza,Claudio Andrés Baeza Baeza,73
André Sousa,André Alexandre Carreira Sousa,73
P. Klement,Phillipp Klement,73
Vadillo,Álvaro Vadillo Cifuentes,73
J. Molina,Jesús Antonio Molina Granados,73
M. Loum,Mamadou Loum,73
U. Račić,Uroš Račić,73
F. Macheda,Federico Macheda,73
Manquillo,Javier Manquillo Gaitán,73
M. Pérez,Marco Jhonnier Pérez Murillo,73
D. Kamada,鎌田 大地,73
Jaim Abra,Jaime Tomás Abravanel Mestres,73
Enric Gallego,Enrique Gallego Puigsech,73
Luis Milla,Luis Milla Manzanares,73
Diego Oliveira,Diego Queiroz de Oliveira,73
S. Skrzybski,Steven Skrzybski,73
J. Ward,Joel Ward,73
V. Cantillo,Víctor Danilo Cantillo Jiménez,73
C. Löwe,Chris Löwe,73
Y. Seleznyov,Yevhen Seleznyov,73
Nildo Petrolina,Evanildo Fernandes Gomes,73
I. Kovács,István Kovács,73
E. Pavez,Esteban Andres Pavez Suazo,73
L. Siligardi,Luca Siligardi,73
M. Miazga,Matt Miazga,73
R. Assalé,Roger Assalé,73
P. Kasami,Pajtim Kasami,73
Fran Rico,Francisco Manuel Rico Castro,73
Carlos Ponck,Carlos dos Santos Rodrigues,73
D. Braghieri,Diego Braghieri,73
B. Cesar,Boštjan Cesar,73
J. Vossen,Jelle Vossen,73
S. Taniguchi,谷口 彰悟,73
D. Pérez,Damián Pérez,73
D. Dessoleil,Dorian Dessoleil,73
Pedro Sá,Pedro Miguel Cunha Sá,73
M. Krohn-Dehli,Michael Krohn-Dehli,73
R. Kent,Ryan Kent,73
J. Kenny,Jonjoe Kenny,73
G. Jung,Gideon Jung,73
R. Nuzzolo,Raphaël Nuzzolo,73
T. Smith,Tommy Smith,73
A. Acquah,Afriyie Acquah,73
Guerrero,Miguel Ángel Guerrero Martín,73
D. Roef,Davy Roef,73
David Braz,David Braz de Oliveira Filho,73
E. Derdiyok,Eren Derdiyok,73
J. Cuevas,Juan Ezequiel Cuevas,73
Alex Bergantiños,Alejandro Bergantiños García,73
Vesga,Mikel Vesga Arruti,73
K. Grosicki,Kamil Grosicki,73
K. Ajer,Kristoffer Vassbakk Ajer,73
G. Lezcano,Gastón Lezcano,73
André Martins,André Renato Soares Martins,73
S. Araujo,Sergio Ezequiel Araújo,73
S. Long,Shane  Long,73
J. Sorbon,Jérémy Sorbon,73
A. Webster,Adam Webster,73
Samu Saiz,Samuel Sáiz Alonso,74
Marc Muniesa,Marc Muniesa Martínez,74
Moi Gómez,Moisés Gómez Bordonado,74
Welthon,Welthon Fiel Sampaio,74
Camilo,Camilo da Silva Sanvezzo,74
Enaldo Toxeto,Enaldo Charles Toxeto Reis,74
J. Gallardo,Jesús Gallardo,74
F. Soldano,Franco Soldano,74
L. Advíncula,Luis Jan Piers Advíncula Castrillón,74
B. Douglas,Barry Douglas,74
R. Cota,Rodolfo Cota Robles,74
Ricardo Costa,Ricardo Miguel Moreira da Costa,74
J. Bryan,Joe  Bryan,74
L. Hinterseer,Lukas Hinterseer,74
Jorge Miramón,Jorge Miramón Santagertrudis,74
J. Iturbe,Juan Manuel Iturbe Arévalo,74
L. Ciman,Laurent Ciman,74
R. Cohade,Renaud Cohade,74
De la Bella,Alberto De La Bella Madureño,74
Óscar Plano,Óscar Plano Pedreño,74
L. Grant,Lee Grant,74
G. Blanco,Gustavo Ezequiel Blanco Leschuk,74
P. Žulj,Peter Žulj,74
P. Goltz,Paolo Duval Goltz,74
S. Corchia,Sébastien Corchia,74
V. Rosier,Valentin Rosier,74
M. Çelik,Mehmet Zeki Çelik,74
B. Alemán,Brahian Alemán,74
D. Vukovic,Danny Vukovic,74
S. Kittel,Sonny Kittel,74
Baiano,Wanderson  Souza Carneiro,74
Lee Jae Sung,이재성 李在成,74
J. Fuenzalida,José Pedro Fuenzalida,74
Y. Bolasie,Yannick Bolasie Yala,74
A. Bjelland,Andreas Bjelland,74
M. Jensen,Mike Lindemann Jensen,74
O. Zinchenko,Oleksandr Zinchenko,74
A. Fulgini,Angelo Fulgini,74
J. Ibe,Jordon  Ibe,74
C. Bassogog,Christian Bassogog,74
J. Ferri,Jordan Ferri,74
A. Koné,Arouna Koné,74
J. Sánchez Miño,Juan Manuel Sánchez Miño,74
H. Lindner,Heinz Lindner,74
F. Zampedri,Fernando Matías Zampedri,74
D. Viera,Diego Francisco Viera Ruiz Díaz,74
R. Hubník,Roman Hubník,74
L. Rodríguez,Lucas Rodríguez,74
P. Chavarría,Pablo Chavarría,74
A. Ćorić,Ante Ćorić,74
C. Larin,Cyle Larin,74
S. Falette,Simon Falette,74
D. Drexler,Dominick Drexler,74
T. Kędziora,Tomasz Kędziora,74
C. Mbemba,Chancel Mbemba,74
D. Le Tallec,Damien Vincent Denis Le Tallec,74
Ricardo,Ricardo Jorge Novo Nunes,74
Cho Hyun Woo,조현우 崔永宇,74
R. Haps,Ridgeciano Haps,74
M. Etxeberría,Marco Aurelio Etxeberría,74
Kim Seung Joon,김승준 金承俊,74
L. Gamba,Lucas Emanuel Gamba,74
R. Salin,Romain Jules Salin,74
A. Correa,Andrés Felipe Correa Osorio,74
V. Misidjan,Virgil  Misidjan,74
G. Burdisso,Guillermo Burdisso,74
F. Hadergjonaj,Florent Hadergjonaj,74
Álex Moreno,Alexandre Moreno Lopera,74
A. Rossi,Agustín Daniel Rossi,74
M. Bakalorz,Marvin Bakalorz,74
Gabrìel,Gabriel Vasconelos Ferreira,74
I. Chochev,Ivaylo Chochev,74
Y. Cardinale,Yoan Cardinale,74
S. Ward,Stephen Ward,74
C. Musonda,Charly Musonda Junior,74
J. Stephens,Jack Stephens,74
J. Plata,João Jimmy Plata Cotera,74
A. Hack,Alexander Hack,74
A. Bedoya,Alejandro Bedoya,74
L. Martínez,Lisandro Martínez,74
L. Depoitre,Laurent Depoitre,74
Adama,Adama Traoré Diarra,74
Padilhisco,Adolfo Heitor Padilha Alves,74
J. Musso,Juan Musso,74
A. del Valle,Ayron Del Valle Rodríguez,74
J. McGinn,John McGinn,74
C. Benavente,Cristian Benavente,74
O. Hiljemark,Oscar Hiljemark,74
M. Diop,Makhete Diop,74
W. Morelo,Wilson David Morelo López,74
Mikel Rico,Mikel Rico Moreno,74
A. Souquet,Arnaud Souquet,74
D. Brasanac,Darko Brasanac,74
L. Villafañez,Lucas Villafañez,74
Dentinho,Bruno Ferreira Bonfim,74
G. Giménez,Gastón Giménez,74
G. Rodríguez,Gonzalo Javier Rodríguez,74
Carmona,Carlos Carmona Bonet,74
Marc Navarro,Marc Navarro Ceciliano,74
Victorino Magela,Victorino M. Magela Sá,74
S. Vilakazi,Sibusiso Vilakazi,74
J. Ralls,Joe Ralls,74
F. Bastians,Felix Bastians,74
J. Larsen,Jacob Bruun Larsen,74
R. Pérez,Rafael Pérez,74
D. Gosling,Dan Gosling,74
J. Mateta,Jean-Philippe Mateta,74
F. Haroun,Faris Haroun,74
Carlos Mané,Carlos Manuel Cardoso Mané,74
G. Montiel,Gonzalo Montiel,74
A. Mitriţă,Alexandru Ionuţ Mitriţă,74
A. Oyongo,Ambroise Oyongo Bitolo,74
J. Kodjia,Jonathan Kodjia,74
M. Škoda,Milan Škoda,74
S. Okaka,Stefano Okaka Chuka,74
F. Forster,Fraser Forster,74
A. Eschenko,Andrey Eshchenko,74
A. Long,Aaron Long,74
V. Laurini,Vincent Laurini,74
S. Prödl,Sebastian Prödl,74
S. Floccari,Sergio Floccari,74
V. Barkas,Vasilios Barkas,74
J. Kana-Biyik,Jean-Armel Kana-Biyik,74
E. Dennis,Emmanuel Dennis,74
Sabin Merino,Sabin Merino Zuloaga,74
R. Saïss,Romain Saïss,74
I. Sangaré,Ibrahim Sangaré,74
C. Chambers,Calum Chambers,74
S. Johansen,Stefan Marius Johansen,74
D. N'Doye,Dame N'Doye,74
Roger Guedes,Roger Krug Guedes,74
N. Etheridge,Neil Etheridge,74
A. Pulido,Alan Pulido,74
A. Briançon,Anthony Briançon,74
P. Diamanka,Pape Maly Diamanka,74
Quique,Enrique González Casín,74
Patric,Anderson Patric Aguiar Oliveira,74
R. Amalfitano,Romain Amalfitano,74
I. Koné,Ismael Patrice Koné,74
L. Grabban,Lewis Grabban,74
D. Limberský,David Limberský,74
M. Burda,Mykyta Burda,74
B. Dack,Bradley Dack,74
S. Morrison,Sean Morrison,74
A. Mariappa,Adrian Mariappa,74
W. Tesillo,William José Tesillo Gutiérrez,74
Juan Cala,Juan Torres Ruiz,74
M. Stendera,Marc Stendera,74
Bruno Saltor,Bruno Saltor Grau,74
A. Gianniotis,Andreas Gianniotis,74
M. Zaracho,Matías Zaracho,74
M. Lemos,Mauricio Lemos Merladet,74
A. Mawson,Alfie Mawson,74
R. Martínez,Roger Martínez,74
K. Théophile-Catherine,Kévin Théophile-Catherine,74
Zainadine,Zainadine Chavango Júnior,74
D. Amartey,Daniel Amartey,74
M. Ngadeu-Ngadjui,Michael Ngadeu-Ngadjui,74
Y. En-Nesyri,Youssef En-Nesyri,74
Arana,Guilherme Arana Lopes,74
I. Santini,Ivan Santini,74
A. Besedin,Artem Besedin,74
Luiz Araújo,Luiz Araújo,74
O. Aina,Temitayo Olufisayo Olaoluwa Aina,74
A. Ajeti,Albian Ajeti,74
I. Pussetto,Ignacio Pussetto,74
A. Browne,Alan Browne,74
G. Til,Guus Til,74
B. Verstraete,Birger Verstraete,74
Vitor Bueno,Vitor Frezarin Bueno,74
M. Jojić,Miloš Jojić,74
L. Öztunalı,Levin Öztunalı,74
Bigas,Pedro Bigas Rigo,74
Rafael,Rafael Cabral Barbosa,74
Crespo,José Ángel Crespo Rincón,74
P. Aguedar,Pardo Aguedar,74
H. Traoré,Hamari Traoré,74
S. Deli,Simon Deli,74
Y. Gómez Andrade,Yeimar Pastor Gómez Andrade,74
M. Rits,Mats Rits,74
M. Britos,Miguel Ángel Britos Cabrera,74
A. Jahović,Adis Jahović,74
D. Rice,Declan Rice,74
A. Chumacero,Alejandro Saúl Chumacero Bracamonte,74
Ewerton,Ewerton José Almeida Santos,74
Ilie Sánchez,Ilie Sánchez Farrés,74
A. Masina,Adam Masina,74
T. Bifouma,Thievy Bifouma,74
R. Sobhi,Ramadan Sobhi,74
E. Gnahoré,Eddy Gnahoré,74
T. Reginiussen,Tore Reginiussen,74
D. Simpson,Danny Simpson,74
B. Dibassy,Bakaye Dibassy,74
A. Gyan,Asamoah Gyan,74
Kauã Abranches,Kauã Ricardo Abranches Simões,74
Álvaro García,Álvaro García Rivera,74
Riesgo,Asier Riesgo Unamuno,74
P. Rosario,Pablo Paulino Rosario,74
R. Krunić,Rade Krunić,74
L. Diony,Loïs Diony,74
David Simão,David Martins Simão,74
R. Christie,Ryan Christie,74
Sebas Couteira,Sebastião Erick Couteira Baía,74
N. Rigoni,Nicola Rigoni,74
Pozo,José Ángel Pozo la Rosa,74
Miguel Silva,João Miguel Macedo da Silva,74
M. Cabrera,Matías Cabrera,74
S. Dewaest,Sébastien Dewaest,74
A. Ramírez,Aldo Leao Ramírez Sierra,74
F. Santander,Federico Javier Santander Mereles,74
C. Gordon,Craig  Gordon,74
Maurício,Maurício de Carvalho António,74
S. Lung,Silviu Lung,74
M. Caraglio,Milton Joel Caraglio,74
A. Epureanu,Alexandru Epureanu,74
H. Rodallega,Hugo Rodallega Martínez,74
F. Mora,Felipe Mora,74
S. Schrijvers,Siebe Schrijvers,74
K. Dolly,Keagan Dolly,74
J. Bowen,Jarrod Bowen,74
P. Aguilar,Paul Nicolás Aguilar Rojas,74
R. Czichos,Rafael Czichos,74
A. El Ghazi,Anwar El Ghazi,74
N. De Préville,Nicolas De Préville,74
J. Dueñas,Jesús Alberto Dueñas Manzo,74
R. Rosales,Roberto Rosales,74
A. González,Alfonso González,74
S. Arfield,Scott Arfield,74
G. Sakai,酒井 髙徳,74
Edvaldisco,Edvaldo Flávio Rebelo de Freit,74
N. Hult,Niklas Hult,74
G. Bong,Gaëtan Bong Songo,74
G. Lapadula,Gianluca Lapadula,74
William,William de Asevedo Furtado,74
E. Thommy,Erik Thommy,74
L. Martínez Quarta,Lucas Martínez Quarta,74
Pol Lirola,Pol Mikel Lirola Kosok,74
Sergio Tejera,Sergio Tejera Rodríguez,74
Bojan,Bojan Krkić Pérez,74
Erick Gameira,Erick Ronaldo Gameira Carvalho,74
S. Sosa,Carlos Sebastián Sosa Silva,74
C. Ciano,Camillo Ciano,74
Serey Dié,Sereso Geoffroy Gonzaroua Dié,74
G. Hauche,Gabriel Agustín Hauche,74
G. Caprari,Gianluca Caprari,74
Hélton Celanova,Hélton Luiz Celanova Vieira,74
Claudiano Sobrino,Claudiano G. Sobrino Guevara,74
D. Nagbe,Darlington Nagbe,74
Renatinho,Renato Ribeiro Calixto Aguiar,74
Robson Denho,Robson Tony Denho Serra,74
Kahraba,Mahmoud Abdel Moneim,74
B. Sagna,Bacary Sagna,74
V. Kovalenko,Viktor Kovalenko,74
G. İnler,Gökhan İnler,74
F. Mubele,Firmin Ndombe Mubele,74
J. Boëtius,Jean-Paul Boëtius,74
F. Đuričić,Filip Đuričić,74
J. van der Heijden,Jan-Arie van der Heijden,74
Alvildo Sousa,Alvin Severino Sousa Diniz,74
Edgar Ié,Edgar Miguel Ié,74
B. Zuculini,Bruno Zuculini,74
T. Sainsbury,Trent Sainsbury,74
Leo Caldeirinha,Leonardo Miguel Garcia Caldeira,74
S. Prcić,Sanjin Prcić,74
E. Cardona,Edwin Andrés Cardona Bedoya,74
C. Domínguez,Cecilio Domínguez,74
Carlos Fernández,Carlos Fernández Luna,74
P. Gouano,Prince-Désir Gouano,74
B. Zungu,Bongani Zungu,74
Jacson Zonta,Jacson João Zonta Filho,74
A. Hassan,Ahmed Hassan,74
B. Bereszyński,Bartosz Bereszyński,74
A. Meier,Alexander Meier,74
Marlon Nideiro,Marlon Lourival Nideiro Cintra,74
K. Wimmer,Kevin Wimmer,74
C. Pizarro,Claudio Miguel Pizarro Bossio,74
Seoane,Fernando Seoane Antelo,74
A. Ioniţă,Artur Ioniţă,74
Fabiano Sonta,Fabiano Elton Sonta Pessoa,74
H. Canteros,Héctor Canteros,74
A. Katai,Aleksandar Katai,74
S. Anđelković,Siniša Anđelković,74
